user_preferences;workout_plan;user_feedback
{'days': 5, 'split': 'upper-lower', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['abs', 'pull', 'legs', 'push']};[{'day': 'Push Day 1', 'exercises': ['Triceps Dips (Assisted)', 'Front Plank', 'Dumbbell Lateral Raise', 'Bear Walk', 'Upright Row w/ Dumbbells', 'Cable Lateral Raises (Single Arm)']}, {'day': 'Push Day 2', 'exercises': ['Reverse Snow Angel', 'Upright Row w/ Dumbbells', 'Straight-arm Pull Down (bar Attachment)', 'Dumbbell close grip bench press', 'commando pull-ups', 'Trx Single Arm Bicep Curl']}, {'day': 'Pull Day 1', 'exercises': ['TRX hammer curl - biceps', 'Helms Row', 'Prone Scapular Retraction - Arms at Side', 'Cable Concentration Curl', 'Rowing, Lying on Bench', 'Arco femorale una gamba']}, {'day': 'Pull Day 2', 'exercises': ['Isometria trazioni impugnatura inversa', 'Incline Dumbbell Row', 'Front Wood Chop', 'Front neck stretch', 'Reverse Curl', 'Dumbbell wide bicep curls']}, {'day': 'Leg Day', 'exercises': ['Jumping Jacks', 'Gemelos en prensa', 'Talons fesses', 'Alternate back lunges', 'Leg Curl', 'Barbell Lunges Walking']}, {'day': 'Abs Day', 'exercises': ['Kopfüber Gewichtaufheben', 'Seated Knee Tuck', 'Side Dumbbell Trunk Flexion', 'Leg Raises, Lying', 'Standing Side Crunches', 'Side plank right']}];{'satisfaction': 9, 'progress': 9, 'adherence': 8, 'effectiveness': 7}
{'days': 4, 'split': 'full-body', 'goals': 'general', 'cardio': False, 'muscles': ['abs', 'push', 'legs', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Barbell Triceps Extension', 'Snach', 'Dips Between Two Benches', 'Triceps Extensions on Cable With Bar', 'Shoulder Press, on Multi Press', 'Pause Bench']}, {'day': 'Push Day 2', 'exercises': ['Triceps Overhead (Dumbbell)', 'Landmine press', 'Low Pulley Cable fFly', 'Reverse Snow Angel', 'Shoulder Press, on Multi Press', 'Shoulder Raise Side and Front DB']}, {'day': 'Pull Day 1', 'exercises': ['Hip Raise, Lying', 'Reverse Bar Curl', 'Front Wood Chop', 'Reverse EZ Bar Cable Curls', 'Front Lever', 'Long-Pulley, Narrow']}, {'day': 'Pull Day 2', 'exercises': ['Counterclockwise neck circles', 'Back neck stretch', 'Remo maquina agarre estrecho', 'Overhand Cable Curl', 'Single-arm Preacher Curl', 'Reverse EZ Bar Cable Curls']}, {'day': 'Leg Day', 'exercises': ['Front Squats', 'Single Leg RDL', 'Stiff', 'Reverse Nordic Curl', 'Barbell Lunges Standing', 'Gemelos en prensa']}, {'day': 'Abs Day', 'exercises': ['Sit-Ups (conventional)', 'Flexión lateral', 'Sit-Ups (elbow to knee)', 'Full Sit Outs', 'Rotary Torso Machine', 'Heel Touches']}];{'satisfaction': 2, 'progress': 4, 'adherence': 2, 'effectiveness': 8}
{'days': 5, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['abs', 'pull', 'legs']};[{'day': 'Pull Day 1', 'exercises': ['V-Bar Pulldown', 'Jalón abierto', 'Reverse EZ Bar Cable Curls', 'Lat Pull Down (narrow grip)', 'Chin-ups', 'Isometria trazioni impugnatura inversa']}, {'day': 'Pull Day 2', 'exercises': ['Chin Up', 'TRX hammer curl - biceps', 'Right levator scapulae stretch', 'Straight Bar Cable Curls', 'Quadruped thoracic rotation left', 'Ice Scream maker']}, {'day': 'Leg Day', 'exercises': ['Dumbbell Deadlift', 'Extensión de gluteo en  máquina', 'Single Leg Extension', 'Lunges', 'Good Mornings', 'Elephant Walks']}, {'day': 'Abs Day', 'exercises': ['bicycle crunches', 'Dynamic side hold', 'Ball crunches', 'Side Dumbbell Trunk Flexion', 'Deadbug', 'Crunches With Legs Up']}, {'day': 'Cardio Day', 'exercises': ['Jogging', 'Cycling cardio session', 'Stationary Bike', 'Run', 'Running', '3D lunge warmup']}];{'satisfaction': 9, 'progress': 7, 'adherence': 7, 'effectiveness': 7}
{'days': 6, 'split': 'upper-lower', 'goals': 'general', 'cardio': False, 'muscles': ['pull', 'legs']};"[{'day': 'Pull Day 1', 'exercises': ['Leverage Machine Iso Row', 'Ice Scream maker', 'Band pull-aparts', 'V-Bar Pulldown', 'Cable Concentration Curl', 'Row']}, {'day': 'Pull Day 2', 'exercises': ['Helms Row', 'Forward shoulder rotation', 'Curl Araña', 'Lat Pull Down (close grip)', 'Biceps Curls With SZ-bar', 'Clockwise neck circles']}, {'day': 'Pull Day 3', 'exercises': ['Seated Dumbbell Curls', 'Scapula Pulls', 'Cycling', 'Alternating Biceps Curls With Dumbbell', 'Backward shoulder rotation', 'one-handed kettlebell curls']}, {'day': 'Leg Day', 'exercises': ['Hip Thrust', 'Squat Thrust', 'Front Squats', ""Dumbbell farmer's carrie"", 'Step-ups', 'Romanian deadlift, single leg']}]";{'satisfaction': 7, 'progress': 9, 'adherence': 9, 'effectiveness': 7}
{'days': 5, 'split': 'push-pull', 'goals': 'general', 'cardio': False, 'muscles': ['push']};[{'day': 'Push Day 1', 'exercises': ['Plank-to-Elbow Extension', 'Pullover Machine', 'Wall balls', 'Upright Row, SZ-bar', 'Frog stand', 'Dragon-flag']}, {'day': 'Push Day 2', 'exercises': ['Standing biceps stretch left', 'Pullover', 'Push OHP', 'Kreis Press DB', 'Overhead Press', 'knee push-ups']}];{'satisfaction': 8, 'progress': 8, 'adherence': 7, 'effectiveness': 9}
{'days': 5, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['push', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Thruster', 'Straight Bar Cable Front Raise', 'Standing biceps stretch right', 'Snach', 'Isometric Wipers', 'Tricep Pushdown on Cable']}, {'day': 'Push Day 2', 'exercises': ['High Knee Skips HD', 'Incline Skull Crush', 'Front Raises', 'Triceps Extensions on Cable', 'Turkish Get-Up', 'Butterfly Reverse']}, {'day': 'Leg Day', 'exercises': ['Calf Press Using Leg Press Machine', 'Kneeling kickbacks', 'Hack Squats', 'Squat Thrust', 'Plantarflexion Stretch with Band', 'Standing Soleus Stretch']}];{'satisfaction': 8, 'progress': 8, 'adherence': 7, 'effectiveness': 8}
{'days': 6, 'split': 'upper-lower', 'goals': 'general', 'cardio': False, 'muscles': ['legs', 'push', 'pull', 'abs']};[{'day': 'Push Day 1', 'exercises': ['Plank-to-Elbow Extension', 'Pendelay Rows', 'walking bridge', 'Pseudo Planche Push-up', 'Smith Press', 'Fly With Dumbbells']}, {'day': 'Push Day 2', 'exercises': ['Dumbbell Bent Over Row', 'Quadriped Arm and Leg Raise', 'Incline Chest Press DB', 'PALLOF PRESS', 'Shoulder Press, Barbell', 'Upright Row, SZ-bar']}, {'day': 'Push Day 3', 'exercises': ['Front Raises with Plates', 'commando pull-ups', 'Machine chest fly', 'Lateral-to-Front Raises', 'Push OHP', 'Side-lying External Rotation']}, {'day': 'Pull Day 1', 'exercises': ['One Arm Bent Row', 'Dumbbells on Scott Machine', 'Front neck stretch', 'Chin-ups', 'Dumbbell wide bicep curls', 'Biceps Curls With Dumbbell']}, {'day': 'Pull Day 2', 'exercises': ['Biceps Curl Machine', 'Alternating Biceps Curls With Dumbbell', 'Trunk Rotation With Cable', 'Hammercurls', 'Shotgun Row', 'Chin Up']}, {'day': 'Pull Day 3', 'exercises': ['Isometria trazioni impugnatura inversa', 'TRX hammer curl - biceps', 'one-handed kettlebell curls', 'Front neck stretch', 'Ice Scream maker', 'SEATED CABLE MID TRAP SHRUG']}, {'day': 'Leg Day', 'exercises': ['Calf raises, one legged', 'Glute Bridge', 'Wall Drills', 'Dumbbell Split Squat', 'Hip Thrust', 'Legs Adductors']}, {'day': 'Abs Day', 'exercises': ['Abdominal Stabilization', 'Ball crunches', 'L Hold', 'Flexión lateral', 'Sit-Ups (elbow to knee)', 'Medicine ball booklet crunch']}];{'satisfaction': 9, 'progress': 8, 'adherence': 7, 'effectiveness': 8}
{'days': 5, 'split': 'upper-lower', 'goals': 'general', 'cardio': False, 'muscles': ['pull', 'abs', 'legs', 'push']};[{'day': 'Push Day 1', 'exercises': ['Incline Bench Press - MP', 'TRX Tricep Extension', 'Reverse Wood Chops', 'Wall balls', 'Incline Dumbbell Fly', 'Triceps Dips (Assisted)']}, {'day': 'Push Day 2', 'exercises': ['Plate Pinch Hold', 'Right neck stretch', 'Clean and Jerk OL', 'Australian pull-ups', 'Fly With Cable', 'Front pull wide']}, {'day': 'Pull Day 1', 'exercises': ['Biceps concentrado martillo (maquina)', 'Single-arm Preacher Curl', 'SEATED CABLE MID TRAP SHRUG', 'Incline Dumbbell Row', 'Neck half circles', 'Trazioni impugnatura inversa']}, {'day': 'Pull Day 2', 'exercises': ['Dumbbell drag curls', 'Remo maquina agarre estrecho supino', 'REMO AL MENTON', 'One Arm Bent Row', 'Dumbbell Concentration Curl', 'Neck half circles']}, {'day': 'Leg Day', 'exercises': ['Legs Abductors', 'Squat box', 'Squat Jumps', 'Toe Touch', 'Cossack squat', 'Wall-sit']}, {'day': 'Abs Day', 'exercises': ['Leg Raises, Lying', 'Crunches HD', 'Deadbug', 'Crunches', 'Medicine ball booklet crunch', 'Plate twist']}];{'satisfaction': 8, 'progress': 8, 'adherence': 7, 'effectiveness': 8}
{'days': 6, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['abs', 'pull']};[{'day': 'Pull Day 1', 'exercises': ['Underhand Lat Pull Down', 'Remo maquina agarre estrecho supino', 'Lower Back Extensions', 'Chin tuck', 'Deficit Deadlift', 'Bent over row to external rotation']}, {'day': 'Pull Day 2', 'exercises': ['Hip Raise, Lying', 'Counterclockwise neck circles', 'JALON EN BANCO INCLINADO', 'Clockwise neck circles', 'Deficit Deadlift', 'Long-Pulley (low Row)']}, {'day': 'Pull Day 3', 'exercises': ['Renegade Row', 'Leverage Machine Iso Row', 'Biceps Curls With SZ-bar', 'Cycling', 'Long-Pulley, Narrow', 'Dumbbell drag curls']}, {'day': 'Abs Day', 'exercises': ['Sit-ups', 'Flexión lateral', 'Flutter Kicks', 'Seated Knee Tuck', 'Planche dynamique', 'Side Crunch']}];{'satisfaction': 8, 'progress': 8, 'adherence': 8, 'effectiveness': 7}
{'days': 6, 'split': 'push-pull', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['abs']};[{'day': 'Abs Day', 'exercises': ['Reverse Plank', 'Deadbug', 'Scissors', 'Rotary Torso Machine', 'Incline Crutches', 'Crunches With Cable']}, {'day': 'Cardio Day', 'exercises': ['Run', 'Swimming 50m sprints', 'Stationary Bike', 'Zone 2 Running', 'Jogging', 'Running']}];{'satisfaction': 8, 'progress': 8, 'adherence': 6, 'effectiveness': 8}
{'days': 5, 'split': 'upper-lower', 'goals': 'general', 'cardio': False, 'muscles': ['legs', 'abs', 'pull', 'push']};"[{'day': 'Push Day 1', 'exercises': ['Yoga exercise: Cow-cat', 'Quadriped Arm and Leg Raise', 'walking bridge', 'Skullcrusher Dumbbells', 'Suspended crossess', 'Pullover']}, {'day': 'Push Day 2', 'exercises': ['Biceps Close Grip Pull Down', 'High Pull', 'Suspended crossess', 'Single Arm Plank to Row', 'Front Raises with Plates', 'Dumbbell Lateral Raise']}, {'day': 'Pull Day 1', 'exercises': ['Band pull-aparts', 'Scapula Pulls', 'Chin-ups', 'Lat Pull Down (narrow grip)', 'Bent over row to external rotation', 'Cable Concentration Curl']}, {'day': 'Pull Day 2', 'exercises': ['Dumbbell Incline Curl', 'Biceps Curls With SZ-bar', 'Renegade Row', 'Underhand Lat Pull Down', 'YWTs', 'Prone Scapular Retraction - Arms at Side']}, {'day': 'Leg Day', 'exercises': ['Calf raises, one legged', ""Dumbbell farmer's carrie"", 'Reverse Nordic Curl', 'Legs Extensions', 'High Knee Jumps', 'Adduktorenmaschine']}, {'day': 'Abs Day', 'exercises': ['Crunches', 'Full Sit Outs', 'Flexión lateral', 'Side Crunch', 'Crunches HD', 'Abdominales sovieticas']}]";{'satisfaction': 9, 'progress': 8, 'adherence': 9, 'effectiveness': 9}
{'days': 5, 'split': 'push-pull', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['abs']};[{'day': 'Abs Day', 'exercises': ['Crunches With Legs Up', 'Hanging Leg Raises', 'Hollow Hold', 'Side Bends on Machine', 'Abdominal Stabilization', 'Crunches on Machine']}, {'day': 'Cardio Day', 'exercises': ['Running', 'Stationary Bike', 'Run', 'Cycling cardio session', 'Run - Treadmill', '3D lunge warmup']}];{'satisfaction': 8, 'progress': 7, 'adherence': 9, 'effectiveness': 8}
{'days': 4, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['push', 'legs', 'abs', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Cable Lateral Raises (Single Arm)', 'Wall Pushup', 'Push-Ups | Parallettes', 'Dumbbell Triceps Extension', 'Thruster', 'Bear Walk']}, {'day': 'Push Day 2', 'exercises': ['Tricep Dumbbell Kickback', 'Upright Row, on Multi Press', 'Pin Bench Press BB', 'Military Press mit SZ-Bar', 'Shrugs on Multipress', 'knee push-ups']}, {'day': 'Pull Day 1', 'exercises': ['Lat Pull Down (narrow grip)', 'Blackroll', 'Roll Down', 'Band pull-aparts', 'Backward shoulder rotation', 'Clean']}, {'day': 'Pull Day 2', 'exercises': ['Chin Up', 'Rowing with TRX band', 'Russian Twist', 'V-Bar Pulldown', 'Seated Cable Rows', 'Incline Dumbbell Row']}, {'day': 'Leg Day', 'exercises': ['Barbell Hack Squats', 'Single Leg Hamstring Stretch', 'Wall Squat', 'Leg Presses (wide)', 'Extensión de gluteos en polea', 'Kettlebell Swings']}, {'day': 'Abs Day', 'exercises': ['Crunches on Machine', 'Flutter Kicks', 'Crunches', 'Incline Crutches', 'Leg Raises, Standing', 'Flexión lateral']}, {'day': 'Cardio Day', 'exercises': ['Jump rope: basic jumps', 'High knees', 'Run - Interval Training', '3D lunge warmup', 'Stationary Bike', 'Jogging']}];{'satisfaction': 3, 'progress': 0, 'adherence': 0, 'effectiveness': 9}
{'days': 4, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['push', 'pull', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Incline Dumbbell Bench Press', 'Straight-arm Pull Down (rope Attachment)', 'knee push-ups', 'Fly With Cable', 'Yoga exercise: Cow-cat', 'Shoulder Press, on Multi Press']}, {'day': 'Push Day 2', 'exercises': ['Pullover', 'Wall balls', 'Incline Bench Press - Dumbbell', 'Power Clean', 'Snatch OL', 'Dumbbell rear delt row']}, {'day': 'Pull Day 1', 'exercises': ['Leverage Machine Iso Row', 'Lat Pull Down (narrow grip)', 'Biceps Curls With Barbell', 'LYING DUMBBELL ROW SS SEATED SHRUG', 'Long-Pulley, Narrow', 'Biceps Curls (Dumbbell)']}, {'day': 'Pull Day 2', 'exercises': ['Seated Cable Row', 'Russian Twist', 'Deficit Deadlift', 'PULL OVER POLEA ALTA', 'Biceps concentrado martillo (maquina)', 'Hammercurls on Cable']}, {'day': 'Leg Day', 'exercises': ['Side Lying Hip Abduction', 'Standing Pancake', 'Jumping Jack HD', 'Overhead Squat', 'Side split squats right', 'Recumbent Bike']}];{'satisfaction': 2, 'progress': 5, 'adherence': 4, 'effectiveness': 7}
{'days': 4, 'split': 'push-pull', 'goals': 'general', 'cardio': True, 'muscles': ['push', 'abs']};[{'day': 'Push Day 1', 'exercises': ['Fly With Dumbbells', 'TRX Tricep Extension', 'Triceps Extensions on Cable', 'Front Raises', 'Standing biceps stretch right', 'Pseudo Planche Push-up']}, {'day': 'Push Day 2', 'exercises': ['Decline Bench Press Barbell', 'Seated Dumbbell Side Lateral', 'Plank Shoulter Taps', 'Straight-arm Pull Down (bar Attachment)', 'Push-Ups | Decline', 'Bent Over Rowing']}, {'day': 'Abs Day', 'exercises': ['Side Bends on Machine', 'Planche de cote dynamique', 'Standing Side Crunches', 'Reverse Plank', 'Bauchtrainer', 'TORSO TWIST']}, {'day': 'Cardio Day', 'exercises': ['Stationary Bike', 'Jogging', 'Cycling cardio session', 'Swimming 50m sprints', 'High knees', 'Zone 2 Running']}];{'satisfaction': 2, 'progress': 4, 'adherence': 3, 'effectiveness': 7}
{'days': 3, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['pull', 'push', 'abs']};[{'day': 'Push Day 1', 'exercises': ['Kettlebell Swing', 'Pull Ups on Machine', 'knee push-ups', 'Pause Bench', 'Lying Rotator Cuff Exercise', 'Close-grip Press-ups']}, {'day': 'Pull Day 1', 'exercises': ['Clockwise neck circles', 'Hyperextensions', 'Overhand Cable Curl', 'V-Bar Pulldown', 'Jalón abierto', 'Seated Cable Row']}, {'day': 'Abs Day', 'exercises': ['Splinter Sit-ups', '2 Handed Kettlebell Swing', 'Standing Side Crunches', 'Sit-Ups (conventional)', 'Crunches', 'Full Sit Outs']}, {'day': 'Cardio Day', 'exercises': ['Running', 'Zone 2 Running', 'High knees', 'Cycling cardio session', 'Jogging', 'Swimming 50m sprints']}];{'satisfaction': 3, 'progress': 1, 'adherence': 0, 'effectiveness': 2}
{'days': 5, 'split': 'push-pull', 'goals': 'general', 'cardio': True, 'muscles': ['pull', 'legs']};"[{'day': 'Pull Day 1', 'exercises': ['Lat Pull Down (narrow grip)', 'Reverse EZ Bar Cable Curls', 'Bent over row to external rotation', 'scorpion kick', ""Child's pose"", 'Dumbbell drag curls']}, {'day': 'Pull Day 2', 'exercises': ['Leverage Machine Iso Row', 'Deadlifts', 'Clean', 'Hip Raise, Lying', 'Curl Araña', 'Renegade Row']}, {'day': 'Leg Day', 'exercises': ['Hindu Squats', 'Calf Raises on Hackenschmitt Machine', 'Nordic Curl', 'Lunges', 'Sumo Squats', 'Exercise Band Plantarflexion']}, {'day': 'Cardio Day', 'exercises': ['3D lunge warmup', 'High knees', 'Run - Treadmill', 'Jogging', 'Run', 'Run - Interval Training']}]";{'satisfaction': 7, 'progress': 7, 'adherence': 8, 'effectiveness': 7}
{'days': 4, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['abs', 'pull']};[{'day': 'Pull Day 1', 'exercises': ['Isometria trazioni impugnatura inversa', 'Reverse Bar Curl', 'Standing Bicep Curl', 'Rowing, Lying on Bench', 'Helms Row', 'SEATED CABLE MID TRAP SHRUG']}, {'day': 'Pull Day 2', 'exercises': ['Roll Down', 'Long-Pulley, Narrow', 'Muscle up', 'Kettlebell deadlifts', 'Dumbbell wide bicep curls', 'Alternating Biceps Curls With Dumbbell']}, {'day': 'Abs Day', 'exercises': ['Seated Knee Tuck', 'Abdominales sovieticas', 'Dumbbell Crunches', 'Sit-ups', 'Medicine ball twist', 'Hanging Leg Raises']}];{'satisfaction': 5, 'progress': 2, 'adherence': 2, 'effectiveness': 8}
{'days': 4, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['legs', 'abs']};[{'day': 'Leg Day', 'exercises': ['Pistol squats right', 'Wall Drills', 'Elevación de talón de pie', 'Plank with Alternating Leg Lift', 'Leg Press on Hackenschmidt Machine', 'Leg Curl']}, {'day': 'Abs Day', 'exercises': ['Flutter Kicks', 'Lying Leg Raise', 'Sit-ups', 'Medicine ball twist', 'Crunches', 'TORSO TWIST']}];{'satisfaction': 4, 'progress': 4, 'adherence': 1, 'effectiveness': 8}
{'days': 4, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['legs', 'push', 'pull', 'abs']};[{'day': 'Push Day 1', 'exercises': ['Straight-arm Pull Down (bar Attachment)', 'Single Arm Plank to Row', 'Bench Press', 'PRESS HORIZONTAL', 'Push-Ups | Parallettes', 'Lateral-to-Front Raises']}, {'day': 'Push Day 2', 'exercises': ['Seated Triceps Press', 'Yoga exercise: Cow-cat', 'Incline OHP DB', 'Military Press mit SZ-Bar', 'Cable Rear Delt Fly', 'Skullcrusher Dumbbells']}, {'day': 'Pull Day 1', 'exercises': ['Standing Bicep Curl', 'Lat Pull DB', 'Cycling', 'Cable Concentration Curl', 'Left levator scapulae stretch', 'Biceps Curls (Dumbbell)']}, {'day': 'Pull Day 2', 'exercises': ['Remo Gironda', 'Dumbbell Incline Curl', 'Blackroll', 'Dumbbell wide bicep curls', 'Seated Cable Row', 'Curl de biceps con agarre prono']}, {'day': 'Leg Day', 'exercises': ['Lateral Push Off', 'Dumbbell Lunges Standing', 'Dumbbell Goblet Squat', 'Bodyweight lunge HD', 'Gemelos en prensa', 'Leg Raise']}, {'day': 'Abs Day', 'exercises': ['Side Crunch', 'Planche dynamique', 'Reach ups', 'Side Bends on Machine', 'L Hold', 'Crunches']}];{'satisfaction': 5, 'progress': 5, 'adherence': 5, 'effectiveness': 9}
{'days': 5, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['pull', 'legs']};[{'day': 'Pull Day 1', 'exercises': ['Overhand Cable Curl', 'Jalón cerrado supino', 'Biceps Curls With Dumbbell', 'Prone Scapular Retraction - Arms at Side', 'Incline Dumbbell Row', 'Rowing, Seated']}, {'day': 'Pull Day 2', 'exercises': ['Biceps Curls With SZ-bar', 'Renegade Row', 'Chin Up', 'Kettlebell deadlifts', 'V-BAR PULL DOWNS', 'Hyperextensions']}, {'day': 'Leg Day', 'exercises': ['Step-ups', 'Stiff-legged Deadlifts', 'Calf raises, left leg', 'Single Leg Hamstring Stretch', 'Double Leg Calf Raise', 'Sitting Calf Stretch (Dorsiflexion)']}, {'day': 'Cardio Day', 'exercises': ['Cycling cardio session', 'Jogging', 'Run - Interval Training', 'Stationary Bike', 'Run - Treadmill', 'Run']}];{'satisfaction': 8, 'progress': 6, 'adherence': 8, 'effectiveness': 9}
{'days': 3, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Overhead Squat', 'Sumo Squats', 'Curl femoral sentado', 'Standing Soleus Stretch', 'Pin Squat', 'Bodyweight lunge HD']}];{'satisfaction': 2, 'progress': 3, 'adherence': 5, 'effectiveness': 3}
{'days': 3, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['abs', 'push', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Close-grip Press-ups', 'SMITH MACHINE SLIGHT INCLINE PRESS', 'Front Plate Raise', 'Cable Rear Delt Fly', 'Tricep Dumbbell Kickback', 'Front lever pull-up']}, {'day': 'Leg Day', 'exercises': ['Plank with Alternating Leg Lift', 'Side split squats left', 'Reverse lunges', 'Barbell Lunges Walking', 'Elevación de talón de pie', 'Calf Press Using Leg Press Machine']}, {'day': 'Abs Day', 'exercises': ['Dynamic side hold', 'Planche de cote dynamique', 'Lying Leg Raise', 'Crunches With Cable', 'Abdominal Stabilization', 'Leg Raises, Standing']}];{'satisfaction': 2, 'progress': 1, 'adherence': 1, 'effectiveness': 1}
{'days': 6, 'split': 'upper-lower', 'goals': 'general', 'cardio': True, 'muscles': ['pull', 'legs', 'abs']};[{'day': 'Pull Day 1', 'exercises': ['Remo maquina agarre estrecho', 'Blackroll', 'Hip Raise, Lying', 'Long-Pulley, Narrow', 'Curl de biceps con mancuernas sentado', 'Dumbbell bicep curl to press']}, {'day': 'Pull Day 2', 'exercises': ['Rowing, Seated', 'Bicipiti con trx', 'Chin tuck', 'Remo maquina agarre estrecho', 'Seated Cable Row', 'Remo maquina abierto supino']}, {'day': 'Pull Day 3', 'exercises': ['Bent over row to external rotation', 'Biceps Curls (Dumbbell)', 'Seated W Curl', 'Rowing, Lying on Bench', 'Jalón abierto', 'Roll Down']}, {'day': 'Leg Day', 'exercises': ['Leg Curl', 'Elephant Walks', 'Extensión de gluteos en polea', 'Kneeling kickbacks', 'Squat box', 'Leg Press on Hackenschmidt Machine']}, {'day': 'Abs Day', 'exercises': ['Medicine ball booklet crunch', 'Side Dumbbell Trunk Flexion', 'Roman Chair', 'Crunches HD', 'Crunches With Legs Up', 'Planche dynamique']}, {'day': 'Cardio Day', 'exercises': ['Running', 'Run', 'High knees', '3D lunge warmup', 'Stationary Bike', 'Zone 2 Running']}];{'satisfaction': 9, 'progress': 9, 'adherence': 9, 'effectiveness': 9}
{'days': 4, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['pull', 'push']};[{'day': 'Push Day 1', 'exercises': ['Rear Delt Raise', 'Shrugs (Shoulder Raises)', 'Dumbbell rear delt row', 'Push-Ups | Decline', 'Snach', 'Pause Bench']}, {'day': 'Push Day 2', 'exercises': ['Piegamenti a una mano', 'Triceps Pushdown', 'Low-Cable Cross-Over - NB', 'Isometric Wipers', 'Dumbbell Floor Press', 'Incline Bench Press - MP']}, {'day': 'Pull Day 1', 'exercises': ['Overhand Cable Curl', 'Rowing, Lying on Bench', 'Kettlebell deadlifts', 'Elevated prayer stretch', 'Shotgun Row', 'Blackroll']}, {'day': 'Pull Day 2', 'exercises': ['Front Pull narrow', 'Lat Pull Down (close grip)', 'Incline Chest-Supported Dumbbell Row', 'Shotgun Row', 'Seated Cable Rows', 'Jalón cerrado supino']}];{'satisfaction': 4, 'progress': 3, 'adherence': 2, 'effectiveness': 9}
{'days': 3, 'split': 'upper-lower', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['legs']};"[{'day': 'Leg Day', 'exercises': [""Dumbbell farmer's carrie"", 'Side split squats right', 'Step-ups', 'Bodyweight Squat HD', 'Calf Raises on Hackenschmitt Machine', 'Bodyweight lunge HD']}]";{'satisfaction': 4, 'progress': 1, 'adherence': 5, 'effectiveness': 3}
{'days': 3, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['abs', 'legs', 'pull', 'push']};"[{'day': 'Push Day 1', 'exercises': ['Dumbbell Front Raise', 'commando pull-ups', 'Incline Bench Press - Dumbbell', 'BlahBlah', 'Schoulder Raise (Dumbbell)', 'Suspended crossess']}, {'day': 'Pull Day 1', 'exercises': ['Back neck stretch', 'Counterclockwise neck circles', 'Rowing, Seated', 'Backward shoulder rotation', 'Curl Araña', 'Rack Deadlift']}, {'day': 'Leg Day', 'exercises': ['Recumbent Bike', 'Sitting Calf Raises', ""Dumbbell farmer's carrie"", 'Extensión de gluteo en  máquina', 'Exercise Band Dorsiflexion', 'Weighted Step-ups']}, {'day': 'Abs Day', 'exercises': ['Cable Woodchoppers', 'Planche dynamique', 'Abdominal Stabilization', 'Hanging Leg Raises', 'Sit-ups', 'Kopfüber Gewichtaufheben']}, {'day': 'Cardio Day', 'exercises': ['Running', 'Swimming 50m sprints', 'Stationary Bike', 'Cycling cardio session', 'Run', 'Jogging']}]";{'satisfaction': 1, 'progress': 1, 'adherence': 3, 'effectiveness': 3}
{'days': 6, 'split': 'full-body', 'goals': 'general', 'cardio': False, 'muscles': ['abs', 'pull']};[{'day': 'Pull Day 1', 'exercises': ['Biceps Curls With Barbell', 'Hip Raise, Lying', 'V-BAR PULL DOWNS', 'Iperestensioni Lombari', 'Skydiver with arms in T-position', 'Wide-grip Pulldown']}, {'day': 'Pull Day 2', 'exercises': ['Long-Pulley, Narrow', 'Walking', 'Reverse Curl', 'Incline Dumbbell Row', 'Remo maquina agarre estrecho supino', 'Left levator scapulae stretch']}, {'day': 'Pull Day 3', 'exercises': ['Back extensión', 'Russian Twist', 'V-BAR PULL DOWNS', 'TRX gorilla biceps curl', 'Reverse EZ Bar Cable Curls', 'Iperestensioni Lombari']}, {'day': 'Abs Day', 'exercises': ['Reverse Plank', 'Crunches HD', 'Side Bends on Machine', 'Medicine ball twist', 'Flutter Kicks', 'Roman Chair']}];{'satisfaction': 7, 'progress': 8, 'adherence': 9, 'effectiveness': 8}
